2017-12-18 10:13:22,368 p=25318 u=packetferret |   25318 1513613602.36770: starting run
2017-12-18 10:14:16,795 p=25433 u=packetferret |   25443 1513613656.79549: Loading FilterModule 'ipaddr' from /usr/lib/python2.7/site-packages/ansible/plugins/filter/ipaddr.py (found_in_cache=True, class_only=False)
2017-12-18 10:14:16,795 p=25433 u=packetferret |   25443 1513613656.79560: Loading FilterModule 'json_query' from /usr/lib/python2.7/site-packages/ansible/plugins/filter/json_query.py (found_in_cache=True, class_only=False)
2017-12-18 10:14:16,795 p=25433 u=packetferret |   25443 1513613656.79570: Loading FilterModule 'mathstuff' from /usr/lib/python2.7/site-packages/ansible/plugins/filter/mathstuff.py (found_in_cache=True, class_only=False)
2017-12-18 10:14:16,795 p=25433 u=packetferret |   25443 1513613656.79580: Loading FilterModule 'network' from /usr/lib/python2.7/site-packages/ansible/plugins/filter/network.py (found_in_cache=True, class_only=False)
2017-12-18 10:14:16,795 p=25433 u=packetferret |   25443 1513613656.79590: Loading FilterModule 'urlsplit' from /usr/lib/python2.7/site-packages/ansible/plugins/filter/urlsplit.py (found_in_cache=True, class_only=False)
2017-12-18 10:14:16,796 p=25433 u=packetferret |   25443 1513613656.79623: Loading TestModule 'core' from /usr/lib/python2.7/site-packages/ansible/plugins/test/core.py (found_in_cache=True, class_only=False)
2017-12-18 10:14:16,796 p=25433 u=packetferret |   25443 1513613656.79633: Loading TestModule 'files' from /usr/lib/python2.7/site-packages/ansible/plugins/test/files.py (found_in_cache=True, class_only=False)
2017-12-18 10:14:16,796 p=25433 u=packetferret |   25443 1513613656.79643: Loading TestModule 'mathstuff' from /usr/lib/python2.7/site-packages/ansible/plugins/test/mathstuff.py (found_in_cache=True, class_only=False)
2017-12-18 10:14:16,802 p=25433 u=packetferret |   25443 1513613656.80225: Loading Connection 'local' from /usr/lib/python2.7/site-packages/ansible/plugins/connection/local.py
2017-12-18 10:14:16,803 p=25433 u=packetferret |   25443 1513613656.80296: Loading ShellModule 'csh' from /usr/lib/python2.7/site-packages/ansible/plugins/shell/csh.py
2017-12-18 10:14:16,803 p=25433 u=packetferret |   25443 1513613656.80331: Loading ShellModule 'fish' from /usr/lib/python2.7/site-packages/ansible/plugins/shell/fish.py
2017-12-18 10:14:16,803 p=25433 u=packetferret |   25443 1513613656.80343: Loading ShellModule 'powershell' from /usr/lib/python2.7/site-packages/ansible/plugins/shell/powershell.py
2017-12-18 10:14:16,803 p=25433 u=packetferret |   25443 1513613656.80354: Loading ShellModule 'sh' from /usr/lib/python2.7/site-packages/ansible/plugins/shell/sh.py
2017-12-18 10:14:16,803 p=25433 u=packetferret |   25443 1513613656.80383: Loading ShellModule 'sh' from /usr/lib/python2.7/site-packages/ansible/plugins/shell/sh.py (found_in_cache=True, class_only=False)
2017-12-18 10:14:16,805 p=25433 u=packetferret |   25443 1513613656.80580: assigned :doc
2017-12-18 10:14:16,808 p=25433 u=packetferret |   25443 1513613656.80842: Loading ActionModule 'junos' from /usr/lib/python2.7/site-packages/ansible/plugins/action/junos.py
2017-12-18 10:14:16,808 p=25433 u=packetferret |   25443 1513613656.80863: starting attempt loop
2017-12-18 10:14:16,808 p=25433 u=packetferret |   25443 1513613656.80873: running the handler
2017-12-18 10:14:16,809 p=25433 u=packetferret |   25443 1513613656.80966: Loading Connection 'persistent' from /usr/lib/python2.7/site-packages/ansible/plugins/connection/persistent.py
2017-12-18 10:14:16,809 p=25433 u=packetferret |   25443 1513613656.80990: Loading ShellModule 'csh' from /usr/lib/python2.7/site-packages/ansible/plugins/shell/csh.py (found_in_cache=True, class_only=False)
2017-12-18 10:14:16,810 p=25433 u=packetferret |   25443 1513613656.81002: Loading ShellModule 'fish' from /usr/lib/python2.7/site-packages/ansible/plugins/shell/fish.py (found_in_cache=True, class_only=False)
2017-12-18 10:14:16,810 p=25433 u=packetferret |   25443 1513613656.81012: Loading ShellModule 'powershell' from /usr/lib/python2.7/site-packages/ansible/plugins/shell/powershell.py (found_in_cache=True, class_only=False)
2017-12-18 10:14:16,810 p=25433 u=packetferret |   25443 1513613656.81022: Loading ShellModule 'sh' from /usr/lib/python2.7/site-packages/ansible/plugins/shell/sh.py (found_in_cache=True, class_only=False)
2017-12-18 10:14:16,810 p=25433 u=packetferret |   25443 1513613656.81033: Loading ShellModule 'sh' from /usr/lib/python2.7/site-packages/ansible/plugins/shell/sh.py (found_in_cache=True, class_only=False)
2017-12-18 10:14:16,811 p=25433 u=packetferret |   25443 1513613656.81123: assigned :doc
2017-12-18 10:14:17,309 p=25444 u=packetferret |   25444 1513613657.30914: Loading Connection 'ssh' from /usr/lib/python2.7/site-packages/ansible/plugins/connection/ssh.py (found_in_cache=False, class_only=True)
2017-12-18 10:14:17,329 p=25444 u=packetferret |   25444 1513613657.32985: assigned :doc
2017-12-18 10:14:17,330 p=25444 u=packetferret |   25444 1513613657.33042: Loaded config def from plugin (connection/ssh)
2017-12-18 10:14:17,333 p=25444 u=packetferret |  creating new control socket for host 127.0.0.1:2204 as user root
2017-12-18 10:14:17,333 p=25444 u=packetferret |  control socket path is /home/packetferret/.ansible/pc/3e3e382490
2017-12-18 10:14:17,333 p=25444 u=packetferret |  current working directory is /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access
2017-12-18 10:14:17,333 p=25444 u=packetferret |  using connection plugin netconf
2017-12-18 10:14:17,335 p=25444 u=packetferret |  failed to create control socket for host 127.0.0.1
2017-12-18 10:14:17,335 p=25444 u=packetferret |  Traceback (most recent call last):
  File "/usr/bin/ansible-connection", line 315, in main
    server = Server(socket_path, pc)
  File "/usr/bin/ansible-connection", line 111, in __init__
    self.connection = connection_loader.get(play_context.connection, play_context, sys.stdin)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/loader.py", line 363, in get
    self._module_cache[path] = self._load_module_source(name, path)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/loader.py", line 339, in _load_module_source
    module = imp.load_source(full_name, path, module_file)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/connection/netconf.py", line 90, in <module>
    raise AnsibleError("ncclient is not installed")
AnsibleError: ncclient is not installed

2017-12-18 10:14:27,357 p=25433 u=packetferret |   25443 1513613667.35778: handler run complete
2017-12-18 10:14:27,358 p=25433 u=packetferret |   25443 1513613667.35810: attempt loop complete, returning result
2017-12-18 10:14:27,360 p=25433 u=packetferret |   25443 1513613667.36024: _execute() done
2017-12-18 10:14:27,360 p=25433 u=packetferret |   25443 1513613667.36035: dumping result to json
2017-12-18 10:14:27,360 p=25433 u=packetferret |   25443 1513613667.36047: done dumping result, returning
2017-12-18 10:14:27,360 p=25433 u=packetferret |   25443 1513613667.36061: done running TaskExecutor() for leaf01_re/TASK: # JUNOS - CREATE USER # [1c872c60-fa78-e233-388f-000000000010]
2017-12-18 10:14:27,360 p=25433 u=packetferret |   25443 1513613667.36076: sending task result for task 1c872c60-fa78-e233-388f-000000000010
2017-12-18 10:14:27,361 p=25433 u=packetferret |   25443 1513613667.36105: done sending task result for task 1c872c60-fa78-e233-388f-000000000010
2017-12-18 10:14:27,361 p=25433 u=packetferret |   25443 1513613667.36132: WORKER PROCESS EXITING
2017-12-18 10:14:27,362 p=25433 u=packetferret |   25433 1513613667.36207: marking leaf01_re as failed
2017-12-18 10:14:27,362 p=25433 u=packetferret |   25433 1513613667.36226: marking host leaf01_re failed, current state: HOST STATE: block=2, task=1, rescue=0, always=0, run_state=ITERATING_TASKS, fail_state=FAILED_NONE, pending_setup=False, tasks child state? (None), rescue child state? (None), always child state? (None), did rescue? False, did start at task? False
2017-12-18 10:14:27,362 p=25433 u=packetferret |   25433 1513613667.36241: ^ failed state is now: HOST STATE: block=2, task=1, rescue=0, always=0, run_state=ITERATING_COMPLETE, fail_state=FAILED_TASKS, pending_setup=False, tasks child state? (None), rescue child state? (None), always child state? (None), did rescue? False, did start at task? False
2017-12-18 10:14:27,362 p=25433 u=packetferret |   25433 1513613667.36255: getting the next task for host leaf01_re
2017-12-18 10:14:27,362 p=25433 u=packetferret |   25433 1513613667.36267: host leaf01_re is done iterating, returning
2017-12-18 10:14:27,363 p=25433 u=packetferret |  fatal: [leaf01_re]: FAILED! => {"changed": false, "msg": "unable to open shell. Please see: https://docs.ansible.com/ansible/network_debug_troubleshooting.html#unable-to-open-shell"}
2017-12-18 10:14:27,363 p=25433 u=packetferret |   25433 1513613667.36314: no more pending results, returning what we have
2017-12-18 10:14:27,363 p=25433 u=packetferret |   25433 1513613667.36328: results queue empty
2017-12-18 10:14:27,363 p=25433 u=packetferret |   25433 1513613667.36340: checking for any_errors_fatal
2017-12-18 10:14:27,363 p=25433 u=packetferret |   25433 1513613667.36353: done checking for any_errors_fatal
2017-12-18 10:14:27,363 p=25433 u=packetferret |   25433 1513613667.36365: checking for max_fail_percentage
2017-12-18 10:14:27,363 p=25433 u=packetferret |   25433 1513613667.36376: done checking for max_fail_percentage
2017-12-18 10:14:27,363 p=25433 u=packetferret |   25433 1513613667.36388: checking to see if all hosts have failed and the running result is not ok
2017-12-18 10:14:27,364 p=25433 u=packetferret |   25433 1513613667.36401: done checking to see if all hosts have failed
2017-12-18 10:14:27,364 p=25433 u=packetferret |   25433 1513613667.36412: getting the remaining hosts for this loop
2017-12-18 10:14:27,364 p=25433 u=packetferret |   25433 1513613667.36425: done getting the remaining hosts for this loop
2017-12-18 10:14:27,364 p=25433 u=packetferret |   25433 1513613667.36439: building list of next tasks for hosts
2017-12-18 10:14:27,364 p=25433 u=packetferret |   25433 1513613667.36451: getting the next task for host leaf01_re
2017-12-18 10:14:27,364 p=25433 u=packetferret |   25433 1513613667.36462: host leaf01_re is done iterating, returning
2017-12-18 10:14:27,364 p=25433 u=packetferret |   25433 1513613667.36474: done building task lists
2017-12-18 10:14:27,364 p=25433 u=packetferret |   25433 1513613667.36485: counting tasks in each state of execution
2017-12-18 10:14:27,365 p=25433 u=packetferret |   25433 1513613667.36498: done counting tasks in each state of execution:
	num_setups: 0
	num_tasks: 0
	num_rescue: 0
	num_always: 0
2017-12-18 10:14:27,365 p=25433 u=packetferret |   25433 1513613667.36510: all hosts are done, so returning None's for all hosts
2017-12-18 10:14:27,365 p=25433 u=packetferret |   25433 1513613667.36522: done queuing things up, now waiting for results queue to drain
2017-12-18 10:14:27,365 p=25433 u=packetferret |   25433 1513613667.36534: results queue empty
2017-12-18 10:14:27,365 p=25433 u=packetferret |   25433 1513613667.36545: checking for any_errors_fatal
2017-12-18 10:14:27,365 p=25433 u=packetferret |   25433 1513613667.36556: done checking for any_errors_fatal
2017-12-18 10:14:27,365 p=25433 u=packetferret |   25433 1513613667.36568: checking for max_fail_percentage
2017-12-18 10:14:27,365 p=25433 u=packetferret |   25433 1513613667.36579: done checking for max_fail_percentage
2017-12-18 10:14:27,365 p=25433 u=packetferret |   25433 1513613667.36590: checking to see if all hosts have failed and the running result is not ok
2017-12-18 10:14:27,366 p=25433 u=packetferret |   25433 1513613667.36602: done checking to see if all hosts have failed
2017-12-18 10:14:27,366 p=25433 u=packetferret |   25433 1513613667.36615: getting the next task for host leaf01_re
2017-12-18 10:14:27,366 p=25433 u=packetferret |   25433 1513613667.36628: host leaf01_re is done iterating, returning
2017-12-18 10:14:27,366 p=25433 u=packetferret |   25433 1513613667.36640: running handlers
2017-12-18 10:14:27,367 p=25433 u=packetferret |  	to retry, use: --limit @/home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/junos_user.retry

2017-12-18 10:14:27,367 p=25433 u=packetferret |  PLAY RECAP ************************************************************************************************************************************************************************************
2017-12-18 10:14:27,367 p=25433 u=packetferret |  leaf01_re                  : ok=0    changed=0    unreachable=0    failed=1   
2017-12-18 10:14:27,367 p=25433 u=packetferret |   25433 1513613667.36759: RUNNING CLEANUP
